gene_name,gene_id,Chow,HFD,FC,P
Gm11228,ENSMUSG00000084937,0,0,,     NA
Gm11229,ENSMUSG00000082017,0,0,,     NA
Rps18-ps1,ENSMUSG00000083914,0,0,,     NA
Gm11231,ENSMUSG00000082432,0,0,,     NA
Gm11232,ENSMUSG00000066141,0,0,,     NA
Gm11233,ENSMUSG00000081117,0,0,,     NA
Gm11234,ENSMUSG00000086696,0,0,,     NA
Gm11250,ENSMUSG00000086027,0,0,,     NA
C630043F03Rik,ENSMUSG00000084910,0,0,,     NA
Gm11235,ENSMUSG00000083372,0,0,,     NA
Gm5287,ENSMUSG00000084173,0,0,,     NA
Gm25653,ENSMUSG00000089098,0,0,,     NA
Gm11251,ENSMUSG00000084162,0,0,,     NA
Gm25769,ENSMUSG00000089194,0,0,,     NA
Gm11487,ENSMUSG00000066137,0,0,,     NA
Gm11486,ENSMUSG00000080222,0,0,,     NA
Gm11485,ENSMUSG00000082566,0,0,,     NA
Gm24170,ENSMUSG00000077312,0,0,,     NA
Gm11238,ENSMUSG00000095935,0,0,,     NA
Gm11237,ENSMUSG00000094116,0,0,,     NA
Gm11236,ENSMUSG00000096700,0,0,,     NA
Gm11239,ENSMUSG00000095048,0,0,,     NA
Gm428,ENSMUSG00000095341,0,0,,     NA
Gm11240,ENSMUSG00000085034,0,0,,     NA
Gm13867,ENSMUSG00000083530,0,0,,     NA
Gm11758,ENSMUSG00000096530,0,0,,     NA
Gm11757,ENSMUSG00000096750,0,0,,     NA
Gm13871,ENSMUSG00000096333,0,0,,     NA
Gm11756,ENSMUSG00000093962,0,0,,     NA
2310002L09Rik,ENSMUSG00000028396,0,0,,     NA
Gm11760,ENSMUSG00000081048,0,0,,     NA
A230083N12Rik,ENSMUSG00000085482,0,0,,     NA
Gm26379,ENSMUSG00000099334,0,0,,     NA
Gm26379,ENSMUSG00000104700,0,0,,     NA
Gm11254,ENSMUSG00000081438,0,0,,     NA
Gm11258,ENSMUSG00000083659,0,0,,     NA
Gm11253,ENSMUSG00000082533,0,0,,     NA
Gm11257,ENSMUSG00000084311,0,0,,     NA
Gm22864,ENSMUSG00000065884,0,0,,     NA
Gm11255,ENSMUSG00000083224,0,0,,     NA
Gm11256,ENSMUSG00000084253,0,0,,     NA
Gm11241,ENSMUSG00000081844,0,0,,     NA
Gm11252,ENSMUSG00000080780,0,0,,     NA
Gm42303,ENSMUSG00000110373,0,0,,     NA
Gm11242,ENSMUSG00000083050,0,0,,     NA
Gm11243,ENSMUSG00000081890,0,0,,     NA
Gm11244,ENSMUSG00000081936,0,0,,     NA
Gm11245,ENSMUSG00000084090,0,0,,     NA
Gm23159,ENSMUSG00000092829,0,0,,     NA
B230208B08Rik,ENSMUSG00000092492,0,0,,     NA
Gm11260,ENSMUSG00000082351,0,0,,     NA
Gm11261,ENSMUSG00000085840,0,0,,     NA
Gm22262,ENSMUSG00000089338,0,0,,     NA
Gm11262,ENSMUSG00000083629,0,0,,     NA
Gm25836,ENSMUSG00000089543,0,0,,     NA
Gm11263,ENSMUSG00000083496,0,0,,     NA
Gm11409,ENSMUSG00000084248,0,0,,     NA
Gm11406,ENSMUSG00000082555,0,0,,     NA
Gm27452,ENSMUSG00000099273,0,0,,     NA
Gm25803,ENSMUSG00000077607,0,0,,     NA
Gm11765,ENSMUSG00000081391,0,0,,     NA
Gm11411,ENSMUSG00000083385,0,0,,     NA
Gm11412,ENSMUSG00000087540,0,0,,     NA
n-R5s187,ENSMUSG00000084718,0,0,,     NA
Gm12914,ENSMUSG00000087608,0,0,,     NA
Gm11264,ENSMUSG00000087110,0,0,,     NA
Gm22402,ENSMUSG00000092661,0,0,,     NA
Gm5860,ENSMUSG00000085022,0,0,,     NA
n-R5s188,ENSMUSG00000084595,0,0,,     NA
Gm11266,ENSMUSG00000087413,0,0,,     NA
Gm11267,ENSMUSG00000084851,0,0,,     NA
Gm11268,ENSMUSG00000084357,0,0,,     NA
Gm11269,ENSMUSG00000086293,0,0,,     NA
Cer1,ENSMUSG00000038192,0,0,,     NA
Gm24884,ENSMUSG00000089409,0,0,,     NA
Gm11248,ENSMUSG00000082637,0,0,,     NA
Gm11413,ENSMUSG00000086321,0,0,,     NA
Gm11184,ENSMUSG00000087592,0,0,,     NA
Gm11414,ENSMUSG00000082416,0,0,,     NA
Gm10154,ENSMUSG00000066116,0,0,,     NA
Gm25899,ENSMUSG00000064606,0,0,,     NA
Gm27046,ENSMUSG00000098217,0,0,,     NA
Cbx3-ps3,ENSMUSG00000080793,0,0,,     NA
Gm26968,ENSMUSG00000097942,0,0,,     NA
Gm11415,ENSMUSG00000085378,0,0,,     NA
6030471H07Rik,ENSMUSG00000085217,0,0,,     NA
Gm12414,ENSMUSG00000087378,0,0,,     NA
Gm12415,ENSMUSG00000086413,0,0,,     NA
Cntln,ENSMUSG00000038070,0,0,,     NA
Gm12418,ENSMUSG00000083139,0,0,,     NA
Gm12417,ENSMUSG00000084267,0,0,,     NA
Gm12413,ENSMUSG00000081862,0,0,,     NA
Adamtsl1,ENSMUSG00000066113,0,0,,     NA
Gm26069,ENSMUSG00000088122,0,0,,     NA
Gm25811,ENSMUSG00000064687,0,0,,     NA
Gm12550,ENSMUSG00000083272,0,0,,     NA
Saxo1,ENSMUSG00000028492,0,0,,     NA
Gm26017,ENSMUSG00000077597,0,0,,     NA
Saxo1os,ENSMUSG00000085108,0,0,,     NA
Gm12551,ENSMUSG00000081169,0,0,,     NA
Slc24a2,ENSMUSG00000037996,0,0,,     NA
Gm12600,ENSMUSG00000086512,0,0,,     NA
Gm23154,ENSMUSG00000093065,0,0,,     NA
Gm12604,ENSMUSG00000082443,0,0,,     NA
Gm12631,ENSMUSG00000084809,0,0,,     NA
Gm12646,ENSMUSG00000081530,0,0,,     NA
Focad,ENSMUSG00000038368,0,0,,     NA
Mir491,ENSMUSG00000070077,0,0,,     NA
Gm12645,ENSMUSG00000082597,0,0,,     NA
Hacd4,ENSMUSG00000028497,0,0,,     NA
Ifnb1,ENSMUSG00000048806,0,0,,     NA
Ifna14,ENSMUSG00000095896,0,0,,     NA
Ifna-ps1,ENSMUSG00000080964,0,0,,     NA
Ifna9,ENSMUSG00000095270,0,0,,     NA
Ifna12,ENSMUSG00000073811,0,0,,     NA
Gm12601,ENSMUSG00000083958,0,0,,     NA
C87499,ENSMUSG00000038330,0,0,,     NA
Ifna13,ENSMUSG00000063376,0,0,,     NA
Gm13281,ENSMUSG00000081784,0,0,,     NA
Ifna16,ENSMUSG00000078355,0,0,,     NA
Ifna2,ENSMUSG00000078354,0,0,,     NA
Ifnab,ENSMUSG00000100079,0,0,,     NA
Gm13273,ENSMUSG00000081893,0,0,,     NA
Gm13282,ENSMUSG00000084192,0,0,,     NA
Gm26566,ENSMUSG00000097078,0,0,,     NA
Gm13274,ENSMUSG00000086074,0,0,,     NA
Gm13271,ENSMUSG00000094618,0,0,,     NA
Gm16686,ENSMUSG00000085473,0,0,,     NA
Gm13286,ENSMUSG00000081501,0,0,,     NA
Gm10583,ENSMUSG00000073809,0,0,,     NA
Gm13283,ENSMUSG00000100505,0,0,,     NA
Gm10582,ENSMUSG00000094498,0,0,,     NA
Gm13284,ENSMUSG00000082789,0,0,,     NA
Gm10581,ENSMUSG00000073807,0,0,,     NA
Gm13290,ENSMUSG00000094271,0,0,,     NA
Gm10580,ENSMUSG00000094167,0,0,,     NA
Gm13289,ENSMUSG00000096582,0,0,,     NA
Gm13272,ENSMUSG00000096591,0,0,,     NA
Ifnz,ENSMUSG00000096854,0,0,,     NA
Gm26525,ENSMUSG00000096987,0,0,,     NA
Gm13276,ENSMUSG00000099545,0,0,,     NA
Gm13277,ENSMUSG00000100234,0,0,,     NA
Gm13278,ENSMUSG00000101163,0,0,,     NA
Gm13275,ENSMUSG00000099518,0,0,,     NA
Gm26867,ENSMUSG00000097873,0,0,,     NA
Gm13279,ENSMUSG00000099420,0,0,,     NA
Gm13285,ENSMUSG00000095101,0,0,,     NA
Gm13287,ENSMUSG00000094648,0,0,,     NA
Gm13288,ENSMUSG00000070908,0,0,,     NA
Ifna7,ENSMUSG00000100713,0,0,,     NA
Ifna11,ENSMUSG00000100549,0,0,,     NA
Ifna6,ENSMUSG00000101252,0,0,,     NA
Ifna5,ENSMUSG00000096682,0,0,,     NA
Ifna4,ENSMUSG00000070904,0,0,,     NA
Ifna1,ENSMUSG00000095498,0,0,,     NA
4930553M12Rik,ENSMUSG00000054351,0,0,,     NA
Gm12603,ENSMUSG00000085183,0,0,,     NA
Mtap,ENSMUSG00000062937,0,0,,     NA
Gm12607,ENSMUSG00000083989,0,0,,     NA
Tgif2-ps1,ENSMUSG00000107513,0,0,,     NA
Gm12606,ENSMUSG00000087659,0,0,,     NA
Cdkn2a,ENSMUSG00000044303,0,0,,     NA
Gm12609,ENSMUSG00000085147,0,0,,     NA
Gm12610,ENSMUSG00000086035,0,0,,     NA
Gm27580,ENSMUSG00000098669,0,0,,     NA
Dmrta1,ENSMUSG00000043753,0,0,,     NA
Gm12629,ENSMUSG00000085690,0,0,,     NA
Zfp352,ENSMUSG00000070902,0,0,,     NA
Gm12633,ENSMUSG00000080756,0,0,,     NA
Gm12635,ENSMUSG00000081563,0,0,,     NA
Gm12636,ENSMUSG00000082502,0,0,,     NA
Gm12632,ENSMUSG00000082622,0,0,,     NA
Gm25244,ENSMUSG00000096896,0,0,,     NA
Gm12643,ENSMUSG00000079962,0,0,,     NA
Gm12644,ENSMUSG00000081876,0,0,,     NA
Elavl2,ENSMUSG00000008489,0,0,,     NA
Gm12653,ENSMUSG00000083377,0,0,,     NA
Mir6402,ENSMUSG00000098563,0,0,,     NA
Gm12668,ENSMUSG00000085817,0,0,,     NA
Gm12670,ENSMUSG00000086042,0,0,,     NA
Gm12669,ENSMUSG00000100863,0,0,,     NA
Gm12671,ENSMUSG00000095937,0,0,,     NA
4930577H14Rik,ENSMUSG00000087517,0,0,,     NA
Izumo3,ENSMUSG00000028533,0,0,,     NA
Gm12666,ENSMUSG00000066107,0,0,,     NA
Gm12638,ENSMUSG00000083296,0,0,,     NA
Gm12637,ENSMUSG00000085209,0,0,,     NA
Gm22605,ENSMUSG00000088914,0,0,,     NA
Gm12639,ENSMUSG00000081987,0,0,,     NA
Gm12641,ENSMUSG00000082919,0,0,,     NA
Gm12642,ENSMUSG00000082325,0,0,,     NA
Gm12649,ENSMUSG00000084833,0,0,,     NA
Gm23443,ENSMUSG00000064850,0,0,,     NA
Gm12640,ENSMUSG00000083607,0,0,,     NA
Gm24796,ENSMUSG00000095898,0,0,,     NA
Gm22619,ENSMUSG00000095856,0,0,,     NA
Gm12650,ENSMUSG00000073797,0,0,,     NA
Gm12647,ENSMUSG00000081685,0,0,,     NA
Gm12648,ENSMUSG00000085931,0,0,,     NA
Gm23836,ENSMUSG00000077622,0,0,,     NA
Gm12654,ENSMUSG00000081508,0,0,,     NA
Gm26410,ENSMUSG00000088295,0,0,,     NA
Gm22804,ENSMUSG00000088677,0,0,,     NA
Gm12656,ENSMUSG00000083359,0,0,,     NA
Gm10306,ENSMUSG00000070900,0,0,,     NA
Gm12657,ENSMUSG00000063314,0,0,,     NA
Mir872,ENSMUSG00000077921,0,0,,     NA
Eqtn,ENSMUSG00000028575,0,0,,     NA
Gm12693,ENSMUSG00000083179,0,0,,     NA
Gm12694,ENSMUSG00000086251,0,0,,     NA
Gm12703,ENSMUSG00000052767,0,0,,     NA
Gm12704,ENSMUSG00000081030,0,0,,     NA
n-R5s189,ENSMUSG00000084624,0,0,,     NA
4930551L18Rik,ENSMUSG00000085377,0,0,,     NA
Gm12708,ENSMUSG00000084918,0,0,,     NA
Gm29064,ENSMUSG00000100129,0,0,,     NA
Gm830,ENSMUSG00000084939,0,0,,     NA
Gm12707,ENSMUSG00000085835,0,0,,     NA
Gm25004,ENSMUSG00000065745,0,0,,     NA
Gm20651,ENSMUSG00000093492,0,0,,     NA
Hspe1-ps6,ENSMUSG00000083880,0,0,,     NA
Cyp2j12,ENSMUSG00000081225,0,0,,     NA
Cyp2j7-ps3,ENSMUSG00000080884,0,0,,     NA
Cyp2j7-ps2,ENSMUSG00000083801,0,0,,     NA
Cyp2j7-ps1,ENSMUSG00000082681,0,0,,     NA
Cyp2j7,ENSMUSG00000081362,0,0,,     NA
Cyp2j15-ps,ENSMUSG00000084286,0,0,,     NA
Cyp2j11,ENSMUSG00000066097,0,0,,     NA
Cyp2j14-ps,ENSMUSG00000082119,0,0,,     NA
Cyp2j8,ENSMUSG00000082932,0,0,,     NA
Gm12695,ENSMUSG00000078639,0,0,,     NA
Gm27579,ENSMUSG00000088738,0,0,,     NA
Gm27521,ENSMUSG00000098261,0,0,,     NA
Gm10192,ENSMUSG00000066990,0,0,,     NA
Gm12697,ENSMUSG00000082683,0,0,,     NA
E130114P18Rik,ENSMUSG00000048747,0,0,,     NA
Gm12676,ENSMUSG00000085710,0,0,,     NA
Gm12691,ENSMUSG00000081096,0,0,,     NA
Gm12692,ENSMUSG00000082388,0,0,,     NA
Gm12787,ENSMUSG00000083644,0,0,,     NA
Gm24203,ENSMUSG00000064883,0,0,,     NA
0610025J13Rik,ENSMUSG00000046683,0,0,,     NA
Gm12788,ENSMUSG00000082144,0,0,,     NA
Gm24960,ENSMUSG00000088548,0,0,,     NA
Gm22625,ENSMUSG00000094456,0,0,,     NA
Gm26154,ENSMUSG00000076294,0,0,,     NA
L1td1,ENSMUSG00000087166,0,0,,     NA
Gm17376,ENSMUSG00000090718,0,0,,     NA
Kank4os,ENSMUSG00000085843,0,0,,     NA
I0C0044D17Rik,ENSMUSG00000073794,0,0,,     NA
Gm12851,ENSMUSG00000084188,0,0,,     NA
Angptl3,ENSMUSG00000028553,0,0,,     NA
Gm12705,ENSMUSG00000087395,0,0,,     NA
Gm12681,ENSMUSG00000086498,0,0,,     NA
Gm12689,ENSMUSG00000070891,0,0,,     NA
Gm37556,ENSMUSG00000103097,0,0,,     NA
Gm12685,ENSMUSG00000081184,0,0,,     NA
Gm12686,ENSMUSG00000082442,0,0,,     NA
Gm12683,ENSMUSG00000080803,0,0,,     NA
Gm37117,ENSMUSG00000103575,0,0,,     NA
Gm12690,ENSMUSG00000087332,0,0,,     NA
Gm12687,ENSMUSG00000083698,0,0,,     NA
Gm12688,ENSMUSG00000086096,0,0,,     NA
Foxd3,ENSMUSG00000067261,0,0,,     NA
Gm23366,ENSMUSG00000092763,0,0,,     NA
Gm12682,ENSMUSG00000086592,0,0,,     NA
Itgb3bp,ENSMUSG00000028549,0,0,,     NA
Gm26425,ENSMUSG00000084478,0,0,,     NA
Gm12702,ENSMUSG00000085142,0,0,,     NA
Gm12701,ENSMUSG00000086385,0,0,,     NA
Gm12706,ENSMUSG00000080967,0,0,,     NA
Ube2u,ENSMUSG00000069733,0,0,,     NA
Ube2uos,ENSMUSG00000085871,0,0,,     NA
Gm12700,ENSMUSG00000082601,0,0,,     NA
Gm10577,ENSMUSG00000073789,0,0,,     NA
Gm10576,ENSMUSG00000102578,0,0,,     NA
Raver2,ENSMUSG00000035275,0,0,,     NA
Gm22100,ENSMUSG00000088551,0,0,,     NA
Gm24468,ENSMUSG00000077677,0,0,,     NA
Gm12785,ENSMUSG00000082928,0,0,,     NA
Gm25124,ENSMUSG00000065279,0,0,,     NA
Gm12801,ENSMUSG00000085863,0,0,,     NA
Gm12796,ENSMUSG00000085721,0,0,,     NA
Gm12793,ENSMUSG00000081621,0,0,,     NA
E130102H24Rik,ENSMUSG00000086782,0,0,,     NA
Mir101a,ENSMUSG00000065451,0,0,,     NA
0610043K17Rik,ENSMUSG00000087361,0,0,,     NA
Gm12795,ENSMUSG00000083614,0,0,,     NA
Gm12798,ENSMUSG00000084758,0,0,,     NA
Ak4,ENSMUSG00000028527,0,0,,     NA
Dnajc6,ENSMUSG00000028528,0,0,,     NA
Gm22533,ENSMUSG00000089446,0,0,,     NA
Lepr,ENSMUSG00000057722,0,0,,     NA
B020004J07Rik,ENSMUSG00000035201,0,0,,     NA
Gm12797,ENSMUSG00000081045,0,0,,     NA
C130073F10Rik,ENSMUSG00000046133,0,0,,     NA
Gm12800,ENSMUSG00000037028,0,0,,     NA
Gm12794,ENSMUSG00000070890,0,0,,     NA
Gm12790,ENSMUSG00000078626,0,0,,     NA
Gm12789,ENSMUSG00000078625,0,0,,     NA
Gm12799,ENSMUSG00000082264,0,0,,     NA
Pde4b,ENSMUSG00000028525,0,0,,     NA
Gm24869,ENSMUSG00000077260,0,0,,     NA
Sgip1,ENSMUSG00000028524,0,0,,     NA
Gm12709,ENSMUSG00000085181,0,0,,     NA
BB031773,ENSMUSG00000085041,0,0,,     NA
Gm12710,ENSMUSG00000080744,0,0,,     NA
Gm44037,ENSMUSG00000107726,0,0,,     NA
4921539E11Rik,ENSMUSG00000028520,0,0,,     NA
4930456L15Rik,ENSMUSG00000078618,0,0,,     NA
Gm12718,ENSMUSG00000086136,0,0,,     NA
Gm23064,ENSMUSG00000094477,0,0,,     NA
Gm12720,ENSMUSG00000087482,0,0,,     NA
Gm22801,ENSMUSG00000093365,0,0,,     NA
Gm25877,ENSMUSG00000077514,0,0,,     NA
Gm12719,ENSMUSG00000080913,0,0,,     NA
Gm12717,ENSMUSG00000081696,0,0,,     NA
C8b,ENSMUSG00000029656,0,0,,     NA
C8a,ENSMUSG00000035031,0,0,,     NA
Gm17662,ENSMUSG00000095386,0,0,,     NA
Gm12721,ENSMUSG00000083791,0,0,,     NA
Gm12722,ENSMUSG00000081819,0,0,,     NA
Gm12723,ENSMUSG00000083128,0,0,,     NA
Gm12726,ENSMUSG00000082061,0,0,,     NA
Gm24363,ENSMUSG00000089065,0,0,,     NA
Gm12729,ENSMUSG00000085790,0,0,,     NA
Gm12727,ENSMUSG00000082768,0,0,,     NA
Gm26047,ENSMUSG00000087933,0,0,,     NA
Gm26047,ENSMUSG00000106163,0,0,,     NA
Gm12731,ENSMUSG00000082958,0,0,,     NA
Gm12730,ENSMUSG00000087051,0,0,,     NA
Gm37253,ENSMUSG00000104192,0,0,,     NA
Bsnd,ENSMUSG00000025418,0,0,,     NA
2700068H02Rik,ENSMUSG00000086172,0,0,,     NA
Lexm,ENSMUSG00000054362,0,0,,     NA
Gm12745,ENSMUSG00000081110,0,0,,     NA
Gm12746,ENSMUSG00000086940,0,0,,     NA
Gm12786,ENSMUSG00000085581,0,0,,     NA
Cyb5rl,ENSMUSG00000028621,0,0,,     NA
Cdcp2,ENSMUSG00000047636,0,0,,     NA
Gm12802,ENSMUSG00000085304,0,0,,     NA
Gm12850,ENSMUSG00000082941,0,0,,     NA
Gm12870,ENSMUSG00000082279,0,0,,     NA
Gm12869,ENSMUSG00000086041,0,0,,     NA
Gm24804,ENSMUSG00000092723,0,0,,     NA
Gm12899,ENSMUSG00000081916,0,0,,     NA
1700047F07Rik,ENSMUSG00000085549,0,0,,     NA
Gm25123,ENSMUSG00000094267,0,0,,     NA
Gm12907,ENSMUSG00000087195,0,0,,     NA
4933424M12Rik,ENSMUSG00000087289,0,0,,     NA
Lrp8os3,ENSMUSG00000087200,0,0,,     NA
Lrp8os2,ENSMUSG00000073779,0,0,,     NA
Lrp8os1,ENSMUSG00000028612,0,0,,     NA
4930407G08Rik,ENSMUSG00000086713,0,0,,     NA
Slc1a7,ENSMUSG00000008932,0,0,,     NA
Gm23354,ENSMUSG00000089051,0,0,,     NA
Mir6397,ENSMUSG00000098980,0,0,,     NA
Gm12742,ENSMUSG00000083957,0,0,,     NA
Gm12740,ENSMUSG00000081734,0,0,,     NA
Fam159a,ENSMUSG00000059816,0,0,,     NA
Gpx7,ENSMUSG00000028597,0,0,,     NA
Gm12738,ENSMUSG00000083255,0,0,,     NA
Gm24967,ENSMUSG00000095361,0,0,,     NA
Gm12739,ENSMUSG00000083783,0,0,,     NA
Gm23138,ENSMUSG00000065299,0,0,,     NA
Gm25827,ENSMUSG00000087714,0,0,,     NA
Gm22345,ENSMUSG00000084593,0,0,,     NA
Gm12743,ENSMUSG00000084968,0,0,,     NA
3110021N24Rik,ENSMUSG00000094958,0,0,,     NA
Gm12741,ENSMUSG00000082374,0,0,,     NA
A730015C16Rik,ENSMUSG00000090551,0,0,,     NA
Gm12736,ENSMUSG00000082699,0,0,,     NA
8030443G20Rik,ENSMUSG00000086483,0,0,,     NA
Gm23589,ENSMUSG00000088285,0,0,,     NA
Mir761,ENSMUSG00000076444,0,0,,     NA
Gm23743,ENSMUSG00000088014,0,0,,     NA
Gm12749,ENSMUSG00000083512,0,0,,     NA
4930522H14Rik,ENSMUSG00000060491,0,0,,     NA
Gm22497,ENSMUSG00000077687,0,0,,     NA
Gm12811,ENSMUSG00000087641,0,0,,     NA
Gm12803,ENSMUSG00000082771,0,0,,     NA
9630013D21Rik,ENSMUSG00000059027,0,0,,     NA
Gm12808,ENSMUSG00000083995,0,0,,     NA
Dmrta2os,ENSMUSG00000085256,0,0,,     NA
Dmrta2,ENSMUSG00000047143,0,0,,     NA
Elavl4,ENSMUSG00000028546,0,0,,     NA
Gm12806,ENSMUSG00000081813,0,0,,     NA
Gm12807,ENSMUSG00000082348,0,0,,     NA
Gm12805,ENSMUSG00000083904,0,0,,     NA
Gm12961,ENSMUSG00000082686,0,0,,     NA
Gm12960,ENSMUSG00000100514,0,0,,     NA
Skint8,ENSMUSG00000078599,0,0,,     NA
Skint7,ENSMUSG00000049214,0,0,,     NA
Skint1,ENSMUSG00000089773,0,0,,     NA
Skint4,ENSMUSG00000055960,0,0,,     NA
Gm12820,ENSMUSG00000084326,0,0,,     NA
Gm12815,ENSMUSG00000082638,0,0,,     NA
Skint3,ENSMUSG00000070868,0,0,,     NA
Skint9,ENSMUSG00000049972,0,0,,     NA
Gm12819,ENSMUSG00000081166,0,0,,     NA
Gm12821,ENSMUSG00000083599,0,0,,     NA
Skint2,ENSMUSG00000034359,0,0,,     NA
Gm12814,ENSMUSG00000083753,0,0,,     NA
Gm24099,ENSMUSG00000096564,0,0,,     NA
Gm12817,ENSMUSG00000081066,0,0,,     NA
Skint10,ENSMUSG00000048766,0,0,,     NA
Skint6,ENSMUSG00000087194,0,0,,     NA
Gm12823,ENSMUSG00000085878,0,0,,     NA
Gm12816,ENSMUSG00000083011,0,0,,     NA
Gm12818,ENSMUSG00000082678,0,0,,     NA
Gm12813,ENSMUSG00000083384,0,0,,     NA
Skint5,ENSMUSG00000078598,0,0,,     NA
Gm12825,ENSMUSG00000080696,0,0,,     NA
Skint11,ENSMUSG00000057977,0,0,,     NA
Gm15741,ENSMUSG00000082825,0,0,,     NA
Trabd2b,ENSMUSG00000070867,0,0,,     NA
Gm28864,ENSMUSG00000100998,0,0,,     NA
Gm12829,ENSMUSG00000085870,0,0,,     NA
9130410C08Rik,ENSMUSG00000085323,0,0,,     NA
Gm12830,ENSMUSG00000055198,0,0,,     NA
Gm23230,ENSMUSG00000087923,0,0,,     NA
Foxd2,ENSMUSG00000055210,0,0,,     NA
Foxd2os,ENSMUSG00000085399,0,0,,     NA
Foxe3,ENSMUSG00000044518,0,0,,     NA
Gm24045,ENSMUSG00000065047,0,0,,     NA
Tal1,ENSMUSG00000028717,0,0,,     NA
Pdzk1ip1,ENSMUSG00000028716,0,0,,     NA
Cyp4x1os,ENSMUSG00000086896,0,0,,     NA
Cyp4a28-ps,ENSMUSG00000081823,0,0,,     NA
Cyp4a29-ps1,ENSMUSG00000082889,0,0,,     NA
Gm12834,ENSMUSG00000081138,0,0,,     NA
Cyp4a12a,ENSMUSG00000066071,0,0,,     NA
Cyp4a30-ps,ENSMUSG00000083190,0,0,,     NA
Cyp4a12b,ENSMUSG00000078597,0,0,,     NA
Gm12837,ENSMUSG00000084415,0,0,,     NA
Cyp4a30b,ENSMUSG00000084346,0,0,,     NA
Gm12838,ENSMUSG00000080142,0,0,,     NA
Gm12833,ENSMUSG00000086724,0,0,,     NA
Cyp4a14,ENSMUSG00000028715,0,0,,     NA
Cyp4b1-ps1,ENSMUSG00000081006,0,0,,     NA
Cyp4a31,ENSMUSG00000028712,0,0,,     NA
Cyp4a32,ENSMUSG00000063929,0,0,,     NA
Gm12848,ENSMUSG00000082043,0,0,,     NA
Gm12849,ENSMUSG00000081172,0,0,,     NA
Tex38,ENSMUSG00000044556,0,0,,     NA
Gm12847,ENSMUSG00000085249,0,0,,     NA
Gm29434,ENSMUSG00000100081,0,0,,     NA
Kncn,ENSMUSG00000073774,0,0,,     NA
6430628N08Rik,ENSMUSG00000034185,0,0,,     NA
Dmbx1,ENSMUSG00000028707,0,0,,     NA
Gm12854,ENSMUSG00000078238,0,0,,     NA
Lurap1,ENSMUSG00000028701,0,0,,     NA
1700042G07Rik,ENSMUSG00000078593,0,0,,     NA
AL670603.1,ENSMUSG00000111410,0,0,,     NA
Gm12951,ENSMUSG00000085920,0,0,,     NA
Llph-ps1,ENSMUSG00000081459,0,0,,     NA
Gm12950,ENSMUSG00000082592,0,0,,     NA
Gm12953,ENSMUSG00000087299,0,0,,     NA
C530005A16Rik,ENSMUSG00000085408,0,0,,     NA
Gm25137,ENSMUSG00000065185,0,0,,     NA
Mmachc,ENSMUSG00000028690,0,0,,     NA
Gm12996,ENSMUSG00000086417,0,0,,     NA
Rpl36-ps8,ENSMUSG00000075390,0,0,,     NA
Gm12994,ENSMUSG00000082841,0,0,,     NA
Gm26355,ENSMUSG00000088845,0,0,,     NA
Gm25435,ENSMUSG00000088902,0,0,,     NA
Gm22092,ENSMUSG00000095805,0,0,,     NA
1700021J08Rik,ENSMUSG00000086890,0,0,,     NA
Gm12997,ENSMUSG00000082249,0,0,,     NA
Gm22335,ENSMUSG00000088349,0,0,,     NA
Best4-ps,ENSMUSG00000033872,0,0,,     NA
Gm13015,ENSMUSG00000070834,0,0,,     NA
Snord38a,ENSMUSG00000065680,0,0,,     NA
Gm26330,ENSMUSG00000064751,0,0,,     NA
Gm22398,ENSMUSG00000095209,0,0,,     NA
Kif2c,ENSMUSG00000028678,0,0,,     NA
Gm1661,ENSMUSG00000060268,0,0,,     NA
1700012C08Rik,ENSMUSG00000086482,0,0,,     NA
Tmem53,ENSMUSG00000048772,0,0,,     NA
Gm12843,ENSMUSG00000085749,0,0,,     NA
Gm12828,ENSMUSG00000086876,0,0,,     NA
Gm12827,ENSMUSG00000087228,0,0,,     NA
Gm12826,ENSMUSG00000083446,0,0,,     NA
Gm25559,ENSMUSG00000087807,0,0,,     NA
Gm12840,ENSMUSG00000086320,0,0,,     NA
Gm12845,ENSMUSG00000108127,0,0,,     NA
Klf17,ENSMUSG00000048626,0,0,,     NA
Gm12842,ENSMUSG00000083507,0,0,,     NA
Gm17114,ENSMUSG00000091237,0,0,,     NA
Ccdc24,ENSMUSG00000078588,0,0,,     NA
B4galt2,ENSMUSG00000028541,0,0,,     NA
Gm12841,ENSMUSG00000085278,0,0,,     NA
Artn,ENSMUSG00000028539,0,0,,     NA
St3gal3,ENSMUSG00000028538,0,0,,     NA
9530034E10Rik,ENSMUSG00000086554,0,0,,     NA
Gm23382,ENSMUSG00000088303,0,0,,     NA
Gm12858,ENSMUSG00000081921,0,0,,     NA
Mpl,ENSMUSG00000006389,0,0,,     NA
Gm12859,ENSMUSG00000080857,0,0,,     NA
Gm12857,ENSMUSG00000081233,0,0,,     NA
Gm12853,ENSMUSG00000085292,0,0,,     NA
Olfr62,ENSMUSG00000043698,0,0,,     NA
Olfr1343-ps1,ENSMUSG00000086521,0,0,,     NA
Olfr1342,ENSMUSG00000043383,0,0,,     NA
Olfr1341,ENSMUSG00000046790,0,0,,     NA
Olfr1340,ENSMUSG00000070821,0,0,,     NA
Olfr1339,ENSMUSG00000070820,0,0,,     NA
Olfr1338,ENSMUSG00000095218,0,0,,     NA
Olfr1337,ENSMUSG00000111159,0,0,,     NA
